"","star_results.CbriggsaeAligned.sortedByCoord.out.bam","star_results.Cbriggsae_rep2Aligned.sortedByCoord.out.bam","star_results.Cbriggsae_rep3Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep1Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep2Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep3Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep1Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep2Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep3Aligned.sortedByCoord.out.bam","star_results.hybrid_rep1Aligned.sortedByCoord.out.bam","star_results.hybrid_rep2Aligned.sortedByCoord.out.bam","star_results.hybrid_rep3Aligned.sortedByCoord.out.bam"
"WBGene00026004__Cnig_chr_II.g5690",508,507,391,260,272,302,183,302,144,349,210,248
"WBGene00026003__Cni-rpb-6",276,408,160,296,267,396,280,216,302,408,230,174
"WBGene00086985__Cni-dohh-1",333,606,483,386,348,601,811,914,691,276,466,380
"WBGene00026002__Cni-dap-3",344,450,182,122,355,198,177,401,252,186,141,128
"WBGene00086986__Cni-mrps-22",526,506,396,406,425,360,364,284,356,306,207,175
"WBGene00026001__Cni-C14A4.3",302,348,250,184,138,140,112,190,144,110,196,106
"WBGene00086987__Cnig_chr_II.g5696",220,206,125,144,112,90,218,287,135,210,264,104
"WBGene00026000__Cnig_chr_II.g5697",356,492,322,308,108,213,338,547,373,236,164,122
"WBGene00025998__Cni-C14A4.6",32,36,56,42,54,81,85,166,58,120,64,34
"WBGene00025997__Cni-C14A4.7",56,6,2,19,14,6,18,42,0,36,0,20
"WBGene00025996__Cni-cutl-9",0,0,0,0,2,0,0,0,0,0,0,0
"WBGene00025995__Cni-C14A4.13",692,712,379,220,210,362,80,158,69,262,66,224
"WBGene00025994__Cni-C14A4.12",196,316,257,58,74,127,115,193,159,316,254,56
"WBGene00025991__Cni-ccm-3",558,520,382,492,286,308,425,313,282,455,578,441
"WBGene00025990__Cni-taf-13",108,204,68,116,150,112,156,328,164,172,194,74
"WBGene00025989__Cni-srv-2",0,0,0,0,0,0,0,0,0,0,40,0
"WBGene00025988__Cni-C14A4.9",26,14,10,0,0,0,6,0,0,0,0,0
"WBGene00025987__Cnig_chr_II.g5715",1667,1696,1286,516,531,856,378,399,298,472,389,235
"WBGene00025986__Cni-M28.10",958,1032,766,88,126,140,230,186,199,248,444,220
"WBGene00025984__Cni-nphp-1",46,40,46,52,10,18,28,34,14,24,38,22
"WBGene00025983__Cni-lact-3",670,670,580,523,496,340,525,600,400,490,815,318
"WBGene00025982__Cni-M28.5",526,608,524,573,628,580,1168,1076,998,528,308,308
"WBGene00025981__Cni-rsp-7",668,862,667,572,610,404,839,1118,752,674,862,499
"WBGene00025981__Cni-marc-2",668,862,667,572,610,404,839,1118,752,674,862,499
"WBGene00271696__Cnig_chr_II.g5723",32,38,0,56,16,16,16,90,42,15,0,0
"WBGene00025980__Cni-ZK1067.3",82,102,46,10,32,10,20,6,16,0,0,0
"WBGene00025979__Cnig_chr_II.g5725",0,10,8,12,0,0,10,22,12,0,10,0
"WBGene00025978__Cnig_chr_II.g5726",239,198,156,44,78,48,110,122,62,194,110,86
"WBGene00025978__Cni-ptb-1",239,198,156,44,78,48,110,122,62,194,110,86
"WBGene00025978__Cni-gbh-1",239,198,156,44,78,48,110,122,62,194,110,86
"WBGene00025975__Cni-ggr-1",10,0,28,0,6,0,10,0,0,4,27,0
"WBGene00025970__Cnig_chr_II.g5731",58,58,21,74,60,50,88,163,58,64,55,4
"WBGene00025970__Cni-col-79",58,58,21,74,60,50,88,163,58,64,55,4
"WBGene00025970__Cnig_chr_II.g5733",58,58,21,74,60,50,88,163,58,64,55,4
"WBGene00025970__Cnig_chr_II.g5735",58,58,21,74,60,50,88,163,58,64,55,4
"WBGene00025970__Cni-bli-1",58,58,21,74,60,50,88,163,58,64,55,4
"WBGene00025970__Cni-dph-2",58,58,21,74,60,50,88,163,58,64,55,4
"WBGene00270492__Cni-mks-5",0,0,26,0,0,0,0,0,0,2,20,12
"WBGene00025968__Cni-glb-12",0,6,10,14,12,12,4,4,0,18,56,0
"WBGene00025967__Cnig_chr_II.g5742",886,998,1028,566,396,427,530,590,341,506,427,398
"WBGene00025966__Cni-msrp-7",50,106,42,0,18,0,40,26,34,68,0,26
"WBGene00086988__Cni-msrp-8",320,268,394,74,100,148,132,162,118,118,26,228
"WBGene00270426__Cni-R06F6.14",80,106,76,32,32,16,38,38,20,84,60,28
"WBGene00025964__Cnig_chr_II.g5755",200,164,232,52,46,20,84,44,44,28,100,16
"WBGene00025963__Cni-npp-19",170,186,126,102,77,136,134,188,128,139,158,70
"WBGene00025962__Cni-set-14",102,162,128,92,42,114,126,54,90,80,122,116
"WBGene00025961__Cni-vps-11",224,110,120,140,130,164,171,288,140,270,356,114
"WBGene00025960__Cni-tag-209",258,373,196,100,172,178,184,334,153,687,526,404
"WBGene00025959__Cni-cdl-1",298,378,302,224,214,214,473,696,500,294,152,148
"WBGene00025958__Cni-ect-2",890,1270,1145,918,772,622,664,1051,740,860,862,466
"WBGene00025957__Cni-mpz-1",900,744,758,152,112,106,448,561,283,712,820,382
"WBGene00025955__Cni-ech-4",1572,1887,1319,778,766,876,456,482,390,1036,1640,1027
"WBGene00086989__Cni-R06F6.12",116,252,70,34,50,84,84,88,66,120,62,36
"WBGene00025953__Cnig_chr_II.g5766",1277,1188,978,567,580,560,1001,1395,921,864,804,528
"WBGene00025953__Cni-VM106R.1",1277,1188,978,567,580,560,1001,1395,921,864,804,528
"WBGene00025953__Cnig_chr_II.g5769",1277,1188,978,567,580,560,1001,1395,921,864,804,528
"WBGene00025952__Cni-M106.8",70,40,42,4,2,45,42,12,52,60,0,10
"WBGene00025951__Cni-M106.2",220,190,222,134,188,70,180,174,136,174,194,78
"WBGene00025950__Cni-M106.7",54,98,84,18,86,44,110,88,58,114,2,0
"WBGene00025949__Cni-M106.3",200,240,356,148,144,226,202,238,152,186,272,148
"WBGene00025948__Cni-gmps-1",1300,1476,1234,789,664,650,873,976,717,742,828,530
"WBGene00025947__Cni-cap-2",454,770,594,419,412,397,613,1246,716,863,975,616
"WBGene00025946__Cni-cyn-4",212,276,228,138,144,152,200,278,198,157,56,106
"WBGene00270423__Cni-copz-1",511,955,733,656,994,805,771,894,672,690,588,626
"WBGene00025945__Cni-orc-2",178,141,124,62,74,60,124,62,58,58,32,40
"WBGene00025944__Cni-lurp-1",18,26,0,18,6,0,14,32,12,14,47,0
"WBGene00025942__Cnig_chr_II.g5780",663,656,451,214,203,205,825,932,568,766,709,589
"WBGene00025942__Cnig_chr_II.g5782",663,656,451,214,203,205,825,932,568,766,709,589
"WBGene00025942__Cnig_chr_II.g5785",663,656,451,214,203,205,825,932,568,766,709,589
"WBGene00025941__Cni-col-81",942,2060,300,1358,1787,929,6612,1940,3447,158,178,196
"WBGene00025940__Cnig_chr_II.g5787",0,0,12,4,6,0,4,190,75,28,218,106
"WBGene00025938__Cni-F33A8.7",613,810,478,508,346,416,900,960,710,651,700,468
"WBGene00025937__Cni-nlp-18",278,398,402,214,231,199,308,425,348,501,392,232
"WBGene00025936__Cni-F33A8.10",1008,1237,1046,326,115,294,686,870,731,999,988,305
"WBGene00025936__Cni-cey-1",1008,1237,1046,326,115,294,686,870,731,999,988,305
"WBGene00025934__Cni-col-83",10,0,20,0,0,0,12,0,0,12,0,0
"WBGene00025933__Cni-F33A8.4",126,88,154,46,32,55,94,60,78,12,16,30
"WBGene00025932__Cni-sdhd-1",1275,2014,1274,1314,1466,1327,1266,830,1126,1407,1353,1286
"WBGene00025930__Cnig_chr_II.g5800",70,113,28,5,26,16,54,30,8,39,0,24
"WBGene00025929__Cni-unc-53",534,289,466,186,128,163,482,631,336,698,936,516
"WBGene00086991__Cnig_chr_II.g5802",30,122,92,80,44,114,53,70,64,46,56,34
"WBGene00025927__Cnig_chr_II.g5803",3924,5560,3016,4218,4753,4641,3782,4043,3363,3308,2696,2701
"WBGene00025926__Cni-nuo-1",3369,3964,2278,2590,2864,2815,2276,2168,1558,2408,1834,1629
"WBGene00025925__Cnig_chr_II.g5805",428,348,215,143,143,184,208,218,137,238,454,174
"WBGene00025923__Cnig_chr_II.g5807",406,550,348,300,322,280,426,504,284,292,429,120
"WBGene00025921__Cni-apc-17",589,456,429,244,174,144,402,470,366,342,308,126
"WBGene00025921__Cni-glb-4",589,456,429,244,174,144,402,470,366,342,308,126
"WBGene00025921__Cni-mat-2",589,456,429,244,174,144,402,470,366,342,308,126
"WBGene00025919__Cni-rps-9",10938,15246,7767,12673,15476,13168,19281,24418,17441,11162,9684,8969
"WBGene00025918__Cnig_chr_II.g5812",588,768,462,305,262,228,328,431,186,108,172,200
"WBGene00025916__Cni-F40F8.11",232,264,262,90,64,86,202,272,128,141,88,136
"WBGene00025915__Cni-F40F8.5",2434,2496,2375,800,750,772,771,789,526,2716,3698,1985
"WBGene00025914__Cni-C02F5.12",28,86,62,6,8,0,30,64,38,18,0,4
"WBGene00025913__Cni-F40F8.4",218,175,150,132,96,106,256,190,194,371,780,260
"WBGene00025912__Cni-arrd-6",14,64,24,14,2,18,34,46,52,100,98,84
"WBGene00025911__Cni-pqm-1",639,632,532,319,251,298,588,599,374,537,696,334
"WBGene00025910__Cni-ptr-13",680,850,728,299,176,285,582,424,614,324,550,194
"WBGene00025908__Cni-lir-3",14,18,8,8,0,8,6,28,2,0,0,22
"WBGene00025907__Cni-F37H8.5",1187,1358,1594,198,322,346,596,1004,561,1853,2243,1290
"WBGene00025906__Cni-srap-1",556,572,641,64,42,92,409,938,600,491,723,254
"WBGene00025905__Cni-T06D8.3",6,20,34,0,0,0,14,0,2,2,0,0
"WBGene00025904__Cni-T06D8.2",22,13,0,12,50,13,4,20,24,0,1,14
"WBGene00025904__Cni-cox-15",22,13,0,12,50,13,4,20,24,0,1,14
"WBGene00025902__Cni-cchl-1",1212,1579,875,1163,998,1172,1125,1473,1030,865,1221,782
"WBGene00025901__Cni-T06D8.7",58,174,38,52,124,178,108,120,58,122,74,64
"WBGene00025900__Cni-rpn-9",1483,1906,1276,1058,1004,1136,1064,1192,814,1165,1536,894
"WBGene00025899__Cni-T06D8.9",778,876,589,296,344,338,459,532,408,468,954,438
"WBGene00025898__Cni-T06D8.10",0,12,0,4,10,12,0,82,4,20,0,20
"WBGene00025897__Cni-T05B9.2",0,0,0,0,0,0,0,14,0,0,40,0
"WBGene00025896__Cnig_chr_II.g5834",0,0,0,0,0,0,2,0,0,0,28,0
"WBGene00025895__Cni-unc-130",10,22,14,0,0,0,12,20,12,6,38,0
"WBGene00025894__Cni-C47G2.3",234,244,114,218,152,236,294,322,217,234,100,98
"WBGene00025892__Cni-saps-1",1256,1210,895,726,482,640,908,796,681,918,653,453
"WBGene00025891__Cni-raga-1",434,344,280,240,220,324,312,422,356,484,628,292
"WBGene00025888__Cni-T24F1.7",0,0,1,6,20,20,4,0,0,0,0,0
"WBGene00025887__Cni-T24F1.4",8,36,6,0,0,16,14,16,30,0,86,26
"WBGene00025885__Cni-tag-180",28,92,30,79,46,52,36,24,40,68,248,8
"WBGene00025884__Cni-Y48B6A.5",819,994,832,294,304,262,226,66,110,272,126,266
"WBGene00025883__Cnig_chr_II.g5848",1458,1837,1226,1237,901,1300,499,479,372,755,740,625
"WBGene00025882__Cni-sqt-1",0,0,0,0,0,0,0,48,18,0,0,0
"WBGene00025881__Cni-lgc-20",0,42,30,0,8,26,18,24,22,8,4,8
"WBGene00025880__Cni-B0491.5",1620,2175,1368,1597,2026,1817,1283,1313,927,1207,1199,1151
"WBGene00025879__Cni-B0491.6",148,110,88,62,26,40,48,66,62,64,96,60
"WBGene00025878__Cnig_chr_II.g5853",415,467,348,199,166,252,230,90,112,126,91,100
"WBGene00025877__Cnig_chr_II.g5854",86,160,136,134,74,110,180,124,148,76,168,66
"WBGene00025876__Cni-clh-2",114,44,46,32,16,16,10,12,46,60,42,20
"WBGene00025875__Cnig_chr_II.g5856",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00025871__Cni-C33B4.4",34,18,44,4,0,0,4,0,14,18,2,4
"WBGene00025870__Cni-C33B4.5",0,0,0,0,0,10,0,0,0,0,0,0
"WBGene00025869__Cni-shn-1",156,112,90,71,58,50,114,150,102,196,96,128
"WBGene00025866__Cni-C05D12.1",16,60,4,36,29,36,43,14,26,36,106,26
"WBGene00025863__Cnig_chr_II.g5874",46,16,54,81,102,78,54,44,32,160,8,84
"WBGene00025861__Cni-vha-6",648,544,504,959,816,763,1126,1338,1156,1302,976,649
"WBGene00086998__Cni-W02B12.13",6,24,14,26,22,16,16,14,4,28,0,0
"WBGene00025860__Cnig_chr_II.g5878",322,374,224,226,178,236,196,340,252,248,398,260
"WBGene00025859__Cni-rsp-2",920,915,629,418,490,419,504,368,408,458,262,333
"WBGene00025858__Cni-rsp-1",1271,1408,1122,882,805,858,856,1181,771,660,618,516
"WBGene00025858__Cni-W02B12.4",1271,1408,1122,882,805,858,856,1181,771,660,618,516
"WBGene00025856__Cni-aars-1",130,120,52,54,28,78,58,38,12,22,0,0
"WBGene00025854__Cni-rga-1",140,200,148,84,122,138,159,178,168,120,82,85
"WBGene00025854__Cni-klp-17",140,200,148,84,122,138,159,178,168,120,82,85
"WBGene00025853__Cni-cisd-1",1114,862,724,791,1053,1051,786,608,717,752,708,487
"WBGene00025852__Cni-mfn-1",430,739,446,287,224,212,347,774,380,357,503,137
"WBGene00025851__Cni-W02B12.10",172,224,118,156,159,240,228,454,178,178,86,58
"WBGene00025850__Cni-W02B12.11",314,664,358,378,350,349,462,518,403,552,422,286
"WBGene00270982__Cni-W02B12.16",140,130,76,65,44,119,4,24,16,6,0,0
"WBGene00025848__Cni-twk-5",130,162,146,66,42,72,72,108,62,90,48,42
"WBGene00025847__Cni-ttr-18",351,636,205,182,199,196,332,246,200,434,376,252
"WBGene00025844__Cni-B0334.13",0,0,16,0,2,0,2,5,0,4,0,0
"WBGene00025843__Cni-B0334.3",1242,2206,1342,1224,1466,1199,1860,1290,1318,2448,2465,1947
"WBGene00025842__Cni-ooc-3",108,117,72,150,117,86,136,232,66,102,222,38
"WBGene00086999__Cni-B0334.4",288,263,216,160,76,153,188,354,234,84,0,116
"WBGene00025841__Cni-B0334.5",396,492,309,420,382,355,194,459,321,459,342,285
"WBGene00025840__Cni-B0334.6",0,6,18,10,4,22,62,24,56,76,130,4
"WBGene00025839__Cnig_chr_II.g5902",0,0,0,0,0,8,2,16,14,0,0,0
"WBGene00025837__Cni-age-1",246,240,230,164,131,46,248,304,204,196,76,99
"WBGene00194889__Cni-mdt-8",122,80,58,50,118,82,198,164,126,68,58,84
"WBGene00087000__Cni-Y62F5A.12",100,112,116,20,16,26,14,31,46,56,6,0
"WBGene00025836__Cni-Y62F5A.9",30,54,34,22,48,0,64,18,54,66,52,66
"WBGene00025835__Cni-F54D5.12",726,854,368,793,792,821,892,556,682,496,438,227
"WBGene00025834__Cni-F54D5.11",170,382,352,142,112,185,280,452,240,259,244,174
"WBGene00025833__Cni-F54D5.9",487,678,538,427,411,334,546,660,487,662,667,202
"WBGene00025833__Cni-dnj-13",487,678,538,427,411,334,546,660,487,662,667,202
"WBGene00025831__Cni-F54D5.7",1146,1164,649,762,857,1213,1035,1232,1072,859,726,618
"WBGene00025830__Cni-F54D5.15",81,84,98,36,4,10,32,18,10,28,48,16
"WBGene00025829__Cni-F54D5.5",66,56,38,52,50,12,74,62,72,38,64,0
"WBGene00025828__Cnig_chr_II.g5916",246,296,194,272,414,374,288,190,216,312,169,252
"WBGene00025827__Cnig_chr_II.g5917",2142,2439,2375,812,1066,972,1444,1724,1122,1589,2179,1217
"WBGene00025826__Cni-F54D5.2",154,130,57,72,42,96,112,62,47,38,62,46
"WBGene00025825__Cni-pcs-1",194,184,112,102,54,108,162,229,109,219,437,98
"WBGene00025824__Cnig_chr_II.g5920",458,604,244,372,303,426,706,985,734,397,588,398
"WBGene00025823__Cni-D1043.1",291,385,252,154,216,126,254,206,303,138,206,114
"WBGene00025821__Cnig_chr_II.g5922",2,36,0,28,0,0,6,14,8,0,38,30
"WBGene00025821__Cnig_chr_II.g5923",2,36,0,28,0,0,6,14,8,0,38,30
"WBGene00025821__Cnig_chr_II.g5924",2,36,0,28,0,0,6,14,8,0,38,30
"WBGene00025820__Cnig_chr_II.g5925",1565,1751,1628,1538,1449,1320,1802,2423,1397,2437,2463,1441
"WBGene00025819__Cni-npp-5",256,557,406,196,129,98,328,349,420,208,66,98
"WBGene00025818__Cni-F07A11.4",210,362,148,126,134,75,52,176,62,280,158,118
"WBGene00025817__Cni-F07A11.5",72,85,107,76,84,94,48,24,77,42,136,98
"WBGene00025816__Cnig_chr_II.g5933",1136,728,1152,503,277,209,661,1160,887,1082,1186,635
"WBGene00025815__Cni-ghi-1",8,20,0,46,36,40,82,48,40,164,164,84
"WBGene00025815__Cnig_chr_II.g5935",8,20,0,46,36,40,82,48,40,164,164,84
"WBGene00025814__Cnig_chr_II.g5936",1997,2585,1991,1561,1166,1128,1558,1879,1024,1506,1531,912
"WBGene00025813__Cni-rpn-12",1304,1510,721,756,858,923,691,796,575,676,714,546
"WBGene00025811__Cni-nep-1",506,854,710,229,238,224,144,268,118,218,306,192
"WBGene00025810__Cni-trr-1",555,364,610,356,186,234,567,970,669,558,460,280
"WBGene00025809__Cni-C47D12.2",754,818,701,383,210,350,405,578,410,368,684,119
"WBGene00025808__Cni-sfxn-1.4",1094,1301,910,269,425,401,264,422,318,289,140,210
"WBGene00025807__Cni-C47D12.5",16,22,40,0,12,0,0,0,0,24,0,0
"WBGene00087007__Cnig_chr_II.g5944",0,12,44,0,0,0,6,22,0,0,0,0
"WBGene00025806__Cnig_chr_II.g5947",0,22,20,8,26,30,20,29,6,39,18,6
"WBGene00025805__Cnig_chr_II.g5948",10,12,0,6,0,0,0,4,10,20,0,0
"WBGene00025804__Cnig_chr_II.g5950",122,48,190,46,58,55,616,871,658,773,1117,543
"WBGene00025802__Cni-hot-7",0,2,0,12,0,11,0,0,18,18,26,0
"WBGene00025801__Cni-F15D4.4",16,36,12,0,6,0,6,40,8,12,22,0
"WBGene00025800__Cni-rmo-1",430,461,388,400,593,469,346,307,163,367,442,218
"WBGene00025799__Cni-flp-16",285,656,472,221,248,200,392,720,492,596,650,364
"WBGene00025798__Cni-F15D4.2",242,273,170,44,48,10,44,72,74,34,36,26
"WBGene00025797__Cni-btf-1",422,654,377,136,110,134,278,432,223,374,483,156
"WBGene00025796__Cnig_chr_II.g5958",5783,7681,4064,4306,4721,4160,6266,4825,4782,6977,7739,5355
"WBGene00025795__Cni-mecr-1",480,462,432,150,160,94,172,122,81,84,244,38
"WBGene00025794__Cnig_chr_II.g5960",1496,1842,1199,628,897,592,326,240,288,760,532,550
"WBGene00025793__Cni-W09H1.1",26,0,22,30,2,0,14,42,0,18,0,0
"WBGene00025792__Cni-moe-3",180,196,122,177,182,156,190,311,180,363,378,266
"WBGene00025791__Cni-F32A11.1",942,1166,797,907,983,760,882,1044,641,642,548,414
"WBGene00025790__Cni-hpr-17",96,232,118,40,28,48,68,120,50,20,16,0
"WBGene00025789__Cnig_chr_II.g5966",6,20,14,0,4,0,0,0,0,0,0,0
"WBGene00025788__Cnig_chr_II.g5969",1202,1460,1209,538,686,642,305,346,188,392,294,306
"WBGene00087014__Cnig_chr_II.g5972",14,0,0,0,0,0,0,0,0,0,0,0
"WBGene00025786__Cni-F40F8.12",68,112,32,18,24,12,18,32,40,54,0,20
"WBGene00025785__Cni-F18A11.5",100,98,142,0,18,12,12,0,0,26,0,38
"WBGene00025783__Cnig_chr_II.g5975",873,998,668,347,215,239,873,1167,734,855,775,464
"WBGene00025782__Cni-F18A11.2",12,37,22,0,0,2,16,0,9,18,0,0
"WBGene00025781__Cni-F18A11.3",46,30,11,42,54,72,53,111,35,84,46,14
"WBGene00025780__Cni-zyx-1",1282,1711,936,752,521,528,1506,1011,1242,2161,2332,1559
"WBGene00303298__Cnig_chr_II.g5980",167,208,148,25,42,61,85,167,63,50,158,85
"WBGene00025779__Cni-F42G4.5",234,142,72,46,69,88,59,148,106,68,82,24
"WBGene00087016__Cnig_chr_II.g5982",72,126,96,32,36,56,12,0,12,10,0,18
"WBGene00270983__Cnig_chr_II.g5983",44,43,0,12,32,26,0,6,20,0,0,18
"WBGene00025778__Cnig_chr_II.g5984",701,1110,598,508,816,608,184,202,196,384,280,230
"WBGene00025777__Cni-gcn-2",632,618,705,294,150,219,325,464,376,420,324,212
"WBGene00025776__Cni-Y81G3A.4",0,2,28,0,0,0,0,16,12,0,0,0
"WBGene00025775__Cni-C14A4.8",290,300,114,178,134,218,94,46,56,128,86,64
"WBGene00025774__Cni-col-86",22,18,0,0,8,0,6,0,14,6,0,0
"WBGene00025769__Cnig_chr_II.g5992",150,212,282,67,38,68,78,150,42,194,188,70
"WBGene00025769__Cni-pqn-32",150,212,282,67,38,68,78,150,42,194,188,70
"WBGene00025769__Cni-rict-1",150,212,282,67,38,68,78,150,42,194,188,70
"WBGene00025768__Cnig_chr_II.g5995",933,1006,857,469,615,331,356,368,230,350,378,138
"WBGene00025767__Cni-ZK970.8",492,783,566,524,620,711,244,244,188,312,264,352
"WBGene00087018__Cnig_chr_II.g5997",400,322,180,28,60,58,20,56,54,44,44,144
"WBGene00087019__Cni-F29C12.6",0,1,0,0,0,2,0,10,0,0,0,0
"WBGene00087021__Cni-K08E5.6",0,0,0,0,0,0,0,0,0,2,0,0
"WBGene00087022__Cnig_chr_II.g6000",4,0,0,0,0,4,0,0,0,0,0,0
"WBGene00025766__Cnig_chr_II.g6001",10,0,2,10,18,8,0,10,6,0,0,0
"WBGene00025764__Cni-C01G12.3",1070,1222,962,812,834,836,345,352,356,542,186,425
"WBGene00025763__Cni-oig-2",168,228,56,120,32,72,141,124,102,212,66,184
"WBGene00025762__Cni-Y38F1A.8",134,86,130,12,18,60,32,60,10,70,302,66
"WBGene00025761__Cni-Y38F1A.7",414,292,288,146,110,178,40,32,108,120,114,56
"WBGene00025759__Cni-Y38F1A.6",1274,1961,1138,3720,4424,3653,2673,2454,1841,988,948,888
"WBGene00025758__Cni-cyd-1",0,0,14,4,0,0,8,0,6,30,50,0
"WBGene00025756__Cni-ptr-18",44,62,74,8,6,14,36,94,20,16,24,0
"WBGene00025756__Cni-Y38F1A.4",44,62,74,8,6,14,36,94,20,16,24,0
"WBGene00025756__Cnig_chr_II.g6015",44,62,74,8,6,14,36,94,20,16,24,0
"WBGene00025755__Cni-Y38F1A.2",164,282,134,94,138,139,194,146,205,190,208,116
"WBGene00025754__Cni-Y38F1A.1",1372,2013,1540,783,1014,899,406,393,397,800,507,502
"WBGene00025753__Cni-F58G1.7",56,46,16,16,28,0,90,76,64,50,119,2
"WBGene00025752__Cni-arrd-10",78,128,50,80,44,36,120,178,46,24,170,88
"WBGene00025751__Cni-lips-9",0,0,0,0,4,0,0,0,0,0,0,0
"WBGene00025750__Cni-dct-18",344,220,244,280,300,304,142,344,284,230,418,152
"WBGene00087026__Cnig_chr_II.g6024",0,20,6,0,0,0,0,0,0,0,0,0
"WBGene00025749__Cni-F58G1.2",139,190,200,202,93,115,191,341,155,100,89,38
"WBGene00025748__Cni-lin-29",117,152,226,66,118,50,166,196,101,90,88,86
"WBGene00025746__Cni-vps-15",722,531,517,86,74,81,205,486,226,303,432,216
"WBGene00025746__Cnig_chr_II.g6028",722,531,517,86,74,81,205,486,226,303,432,216
"WBGene00025745__Cni-vab-23",42,15,92,4,8,10,0,30,4,0,44,18
"WBGene00025744__Cni-ZK930.2",56,92,76,18,0,10,0,0,0,6,0,0
"WBGene00025743__Cnig_chr_II.g6032",4169,3615,3519,2375,1778,1679,3327,4261,2818,2359,2456,1773
"WBGene00025741__Cni-npp-3",964,830,848,614,387,531,1091,1523,1039,642,889,438
"WBGene00025741__Cni-col-84",964,830,848,614,387,531,1091,1523,1039,642,889,438
"WBGene00025741__Cnig_chr_II.g6035",964,830,848,614,387,531,1091,1523,1039,642,889,438
"WBGene00025740__Cnig_chr_II.g6036",1769,2761,1805,1255,1788,1582,560,653,545,949,530,800
"WBGene00025739__Cni-T09F3.2",716,936,662,487,455,445,719,860,628,760,1344,618
"WBGene00025738__Cni-ztf-27",106,64,26,24,66,34,140,70,34,146,126,78
"WBGene00025736__Cni-ceh-58",92,92,104,40,36,82,52,70,14,46,130,78
"WBGene00087030__Cnig_chr_II.g6044",0,20,20,14,12,0,4,16,2,0,86,0
"WBGene00025734__Cni-C07E3.3",334,376,392,87,78,179,279,403,358,414,732,238
"WBGene00025733__Cni-C07E3.9",248,364,254,192,96,210,572,330,350,776,1096,788
"WBGene00025732__Cni-stip-1",211,209,262,216,130,162,495,494,424,440,672,275
"WBGene00025731__Cni-C07E3.10",20,10,0,0,0,0,0,16,8,0,0,0
"WBGene00025730__Cnig_chr_II.g6050",302,308,242,290,294,228,406,515,290,209,348,214
"WBGene00025729__Cnig_chr_II.g6052",4007,4589,4082,1903,1566,1665,916,711,599,1073,1234,1013
"WBGene00025728__Cni-M02G9.1",0,0,2,12,6,16,14,8,28,0,0,0
"WBGene00025727__Cni-M02G9.2",18,36,40,0,0,0,0,4,0,0,0,0
"WBGene00025725__Cni-M02G9.3",12,2,0,2,4,0,0,0,0,0,0,24
"WBGene00025724__Cni-T19H5.4",234,296,258,82,60,228,252,250,198,194,237,92
"WBGene00025722__Cnig_chr_II.g6061",42,38,0,0,0,8,0,10,0,0,0,0
"WBGene00025721__Cnig_chr_II.g6062",0,0,0,0,0,0,22,0,0,8,0,0
"WBGene00271430__Cnig_chr_II.g6063",0,0,0,0,10,18,4,6,2,16,12,0
"WBGene00025718__Cnig_chr_II.g6064",0,10,0,0,0,0,6,0,0,0,0,0
"WBGene00025716__Cnig_chr_II.g6069",18,10,8,0,12,20,56,93,32,94,112,0
"WBGene00025710__Cni-bath-38",108,56,52,52,26,66,188,200,121,156,114,99
"WBGene00025707__Cnig_chr_II.g6075",330,310,344,384,118,110,380,534,349,272,221,144
"WBGene00025706__Cnig_chr_II.g6076",115,158,164,40,32,2,96,42,62,12,26,0
"WBGene00270470__Cni-stg-1",0,0,0,0,8,0,0,0,0,6,0,0
"WBGene00270470__Cnig_chr_II.g6079",0,0,0,0,8,0,0,0,0,6,0,0
"WBGene00025702__Cni-die-1",122,50,42,24,8,6,52,116,22,20,36,32
"WBGene00025701__Cni-F18C5.9",0,4,0,24,34,8,0,28,8,0,0,0
"WBGene00025699__Cnig_chr_II.g6086",172,162,122,845,888,1072,263,226,190,733,440,396
"WBGene00303296__Cni-F18C5.10",1167,1429,1646,306,186,200,724,1395,768,1257,1969,1378
"WBGene00303296__Cni-wrn-1",1167,1429,1646,306,186,200,724,1395,768,1257,1969,1378
"WBGene00025697__Cni-utp-20",503,322,285,198,135,140,524,456,436,180,204,134
"WBGene00025697__Cni-lron-15",503,322,285,198,135,140,524,456,436,180,204,134
"WBGene00025697__Cnig_chr_II.g6092",503,322,285,198,135,140,524,456,436,180,204,134
"WBGene00025694__Cni-abch-1",0,0,0,0,0,10,0,0,0,0,0,0
"WBGene00025693__Cni-C56E6.4",32,18,1,0,0,16,0,4,8,22,16,0
"WBGene00025692__Cni-C56E6.2",66,115,100,51,32,24,18,8,0,10,102,30
"WBGene00025691__Cni-toe-2",670,1072,830,224,216,264,348,294,306,166,112,244
"WBGene00025689__Cni-R05G9R.1",28,28,0,0,0,0,10,0,0,0,0,8
"WBGene00087039__Cnig_chr_II.g6098",64,10,20,0,0,6,13,12,28,12,0,0
"WBGene00025687__Cni-R05G9.3",1,8,70,4,12,22,28,16,30,24,32,4
"WBGene00270989__Cni-R05G9.5",0,0,0,0,0,0,0,12,0,1,0,0
