"","Cni.Cbr.x","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans.x","inheritance.x","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species.x","position.x","chromosome.x","introgression.x","Inheritance_sum.x","cis_trans_sum.x","Cni.Cbr.y","Cbr.ZZY10307_h2","Cni.ZZY10307_h2","cis_trans.y","inheritance.y","logFC.ZZY10307.vs.Cbr","logFC.ZZY10307.vs.Cni","logFC.species.y","position.y","chromosome.y","introgression.y","Inheritance_sum.y","cis_trans_sum.y"
"WBGene00028966__Cnig_chr_V.g18569",0,0,0,"conserved","no change",-0.654691824180405,-2.35968211101041,1.75257126229127,8750592,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.855176934580065,-0.91667488263702,1.75257126229127,8750592,"V","C. nigoni background","No change","Conserved"
"WBGene00028967__Cnig_chr_V.g18570",0,0,0,"conserved","no change",6.10777637459378,0.238269183686206,5.9080620666047,8752243,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",5.59639818178255,-0.328348660861138,5.9080620666047,8752243,"V","C. nigoni background","No change","Conserved"
"WBGene00028969__Cni-lgc-48",0,0,0,"conserved","no change",0.0405982312662891,1.8313819836519,-1.73455036269918,8786023,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0891284813948218,1.6294735220898,-1.73455036269918,8786023,"V","C. nigoni background","No change","Conserved"
"WBGene00028971__Cni-C50B6.9",0,-1,-1,"compensatory trans down","underdominant",-1.71656272862768,-1.55362177025983,-0.109284371521816,8791751,"V","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-2.44486498198328,-2.34689615561375,-0.109284371521816,8791751,"V","C. nigoni background","Underdominant","Compensatory"
"WBGene00028972__Cnig_chr_V.g18582",-1,0,0,"ambiguous","ambiguous",-1.42525068518424,2.32977281371778,-3.73942027117344,8795506,"V","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-2.67420294461958,1.029571943636,-3.73942027117344,8795506,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028973__Cni-C50B6.7",1,1,1,"C. briggsae partial trans up","overdominant",3.35080923003988,1.41029227127086,1.99167215911118,8803160,"V","C. nigoni background","Overdominant","cis-trans",1,1,0,"no effect","C. nigoni dominant",2.72280669643925,0.718949963949298,1.99167215911118,8803160,"V","C. nigoni background","Cni dominant","No change"
"WBGene00028978__Cni-C26E1.2",0,0,0,"conserved","no change",0.865294353141149,0.348303886400324,0.566290174757342,8823174,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.0319916045952164,-0.547934885599193,0.566290174757342,8823174,"V","C. nigoni background","No change","Conserved"
"WBGene00028979__Cni-ceh-79",0,0,0,"conserved","no change",0.310213422914152,-0.281489335750727,0.646088166755798,8825635,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.458879062096609,-0.197390961696094,0.646088166755798,8825635,"V","C. nigoni background","No change","Conserved"
"WBGene00028987__Cni-C10G8.8",0,0,0,"conserved","no change",0.217100135101688,0.758664980457984,-0.489861317566444,8866143,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.561013402227273,-0.0822482708040323,-0.489861317566444,8866143,"V","C. nigoni background","No change","Conserved"
"WBGene00028988__Cni-ceh-33",0,0,0,"conserved","no change",-1.2544266053518,-3.70710282408754,2.53231504517008,8869403,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.20462108465773,-1.32867635311383,2.53231504517008,8869403,"V","C. nigoni background","No change","Conserved"
"WBGene00028989__Cni-ceh-34",0,1,0,"ambiguous","ambiguous",1.61085302566904,1.52987871792381,0.130548713382227,8874373,"V","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",0.488618533475854,0.350218184399193,0.130548713382227,8874373,"V","C. nigoni background","No change","Conserved"
"WBGene00028990__Cni-C10G8.3",1,0,0,"ambiguous","ambiguous",3.48249624787443,-3.15480402351857,6.70584507268004,8877608,"V","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",5.07388921448423,-1.65068049248092,6.70584507268004,8877608,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028992__Cni-ncx-2",0,1,1,"compensatory trans up","overdominant",1.50774711132885,1.22608317150582,0.336280236664057,8882740,"V","C. nigoni background","Overdominant","Compensatory",0,1,1,"compensatory trans up","overdominant",1.03826648771336,0.691141696136709,0.336280236664057,8882740,"V","C. nigoni background","Overdominant","Compensatory"
"WBGene00028993__Cnig_chr_V.g18611",0,-1,-1,"compensatory trans down","underdominant",-7.37973489120305,-7.81739772370856,0.49496631723831,8904083,"V","C. nigoni background","Underdominant","Compensatory",0,0,0,"conserved","no change",-0.340435183630416,-0.845932630210263,0.49496631723831,8904083,"V","C. nigoni background","No change","Conserved"
"WBGene00028995__Cni-B0238.9",0,0,0,"conserved","no change",-0.542367235503652,-0.781282438082135,0.299078272607301,8909207,"V","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.505150502545089,0.194338799922735,0.299078272607301,8909207,"V","C. nigoni background","No change","Conserved"
"WBGene00028996__Cni-natc-2",1,1,0,"no effect","C. nigoni dominant",1.1511364069945,-0.261168970358185,1.4639457579485,8911581,"V","C. nigoni background","Cni dominant","No change",1,1,-1,"C. briggsae partial trans down","additive down",0.910244809935932,-0.563687049455466,1.4639457579485,8911581,"V","C. nigoni background","Additive","cis-trans"
"WBGene00028997__Cni-B0238.11",0,0,0,"conserved","no change",0.396107268076581,-0.133114498584821,0.583380873066271,8915332,"V","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",0.994272443152249,0.401647558689912,0.583380873066271,8915332,"V","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00028998__Cni-B0238.12",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.407184003770264,3.23041814207902,-2.78318723326054,8916918,"V","C. nigoni background","Cbr dominant","trans-only",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.161070881626164,2.60700532436074,-2.78318723326054,8916918,"V","C. nigoni background","Cbr dominant","trans-only"
"WBGene00029007__Cnig_chr_III.g10916",0,-1,-1,"compensatory trans down","underdominant",-1.44457606897579,-1.55948440453034,0.167471655822369,10682239,"III","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-1.46703613559259,-1.64521034988082,0.167471655822369,10682239,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00029008__Cnig_chr_III.g10919",0,0,0,"conserved","no change",0.572876975924076,-0.0691116185546368,0.702910774143076,10694768,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.930137206532098,0.219418746898127,0.702910774143076,10694768,"III","C. nigoni background","No change","Conserved"
"WBGene00029014__Cni-ZK512.11",-1,-1,0,"no effect","C. nigoni dominant",-3.79892715496367,1.86531862738936,-5.63000709648922,10708429,"III","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-2.83871883894566,2.78279952815271,-5.63000709648922,10708429,"III","C. nigoni background","Cni dominant","No change"
"WBGene00029014__Cni-ZK512.2",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.338023694323279,-1.02026668055082,0.73997786923928,10706464,"III","C. nigoni background","Cbr dominant","trans-only",1,0,0,"ambiguous","ambiguous",0.608640574236069,-0.141860254401445,0.73997786923928,10706464,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00029016__Cni-ZK512.4",0,0,0,"conserved","no change",-0.776212176634622,-0.899484701294679,0.171722060540467,10709549,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.576296589230629,-0.760542927567116,0.171722060540467,10709549,"III","C. nigoni background","No change","Conserved"
"WBGene00029017__Cnig_chr_III.g10926",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.396844837757092,-1.25960969580557,0.919260593002056,10710108,"III","C. nigoni background","Cbr dominant","trans-only",1,-1,-1,"C. briggsae partial trans down","underdominant",-1.30215561319431,-2.23261284232711,0.919260593002056,10710108,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00029019__Cni-ptr-9",1,0,0,"ambiguous","ambiguous",5.15012046246359,-2.24054578641427,7.45594042236572,10723312,"III","C. nigoni background","Ambiguous","Ambiguous",1,1,0,"no effect","C. nigoni dominant",7.37355479128282,-0.0932658968342553,7.45594042236572,10723312,"III","C. nigoni background","Cni dominant","No change"
"WBGene00029021__Cni-ina-1",0,0,0,"conserved","no change",0.569730584341635,0.491193527656483,0.138441142409419,10741438,"III","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",0.834558845181551,0.686573852288971,0.138441142409419,10741438,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00029107__Cnig_chr_III.g10985",-1,0,0,"ambiguous","ambiguous",-0.571747525889775,0.959109988486779,-1.47383457640957,10941281,"III","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-2.04326737452507,-0.57741034315939,-1.47383457640957,10941281,"III","C. nigoni background","Cni dominant","No change"
"WBGene00029108__Cnig_chr_III.g10976",0,0,0,"conserved","no change",0.715198065507821,0.248896413692866,0.519443477028762,10913217,"III","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",0.805208194156106,0.274786839095842,0.519443477028762,10913217,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00029110__Cni-sma-2",0,0,0,"conserved","no change",-0.753223808384131,0.714837794429822,-1.41045552652386,10906233,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.288008493369235,1.11973266743718,-1.41045552652386,10906233,"III","C. nigoni background","No change","Conserved"
"WBGene00029110__Cni-ZK370.8",1,1,0,"no effect","C. nigoni dominant",3.21360837685406,-0.285413876164282,3.5551968276776,10890951,"III","C. nigoni background","Cni dominant","No change",1,1,-1,"C. briggsae partial trans down","additive down",2.64176154778961,-0.924664346122613,3.5551968276776,10890951,"III","C. nigoni background","Additive","cis-trans"
"WBGene00029110__Cnig_chr_III.g10964",0,0,0,"conserved","no change",-1.85179785252821,-1.0396403532609,-0.752770385636366,10888334,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.726382222831735,0.0190290876318276,-0.752770385636366,10888334,"III","C. nigoni background","No change","Conserved"
"WBGene00029110__Cnig_chr_III.g10966",1,1,-1,"C. briggsae partial trans down","additive down",3.01428378535257,-1.10316402525176,4.1626348258901,10894102,"III","C. nigoni background","Additive","cis-trans",1,1,0,"no effect","C. nigoni dominant",3.67609532735347,-0.500479479182139,4.1626348258901,10894102,"III","C. nigoni background","Cni dominant","No change"
"WBGene00029110__Cnig_chr_III.g10972",0,0,0,"conserved","no change",-0.875574932919618,-0.919753049066029,0.0970635773240627,10904230,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.512405801467567,-0.616039618407128,0.0970635773240627,10904230,"III","C. nigoni background","No change","Conserved"
"WBGene00029114__Cni-ugtp-1",0,-1,0,"ambiguous","ambiguous",-1.04554340896671,-0.494577508066459,-0.495011710476721,10883630,"III","C. nigoni background","Ambiguous","Ambiguous",0,-1,0,"ambiguous","ambiguous",-1.19908630241573,-0.714027270972331,-0.495011710476721,10883630,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00029115__Cni-ZK370.6",0,0,0,"conserved","no change",0.595091963503604,-0.348725825550317,1.00046310030731,10863632,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.02033769732921,0.0118657572926846,1.00046310030731,10863632,"III","C. nigoni background","No change","Conserved"
"WBGene00029116__Cnig_chr_III.g10961",0,-1,-1,"compensatory trans down","underdominant",-7.09035635079265,-7.73884166071328,0.691272295547107,10862431,"III","C. nigoni background","Underdominant","Compensatory",0,0,0,"conserved","no change",0.171292932456892,-0.539482159924605,0.691272295547107,10862431,"III","C. nigoni background","No change","Conserved"
"WBGene00029117__Cni-pdhk-2",0,0,0,"conserved","no change",0.267193393199935,0.24236475283435,0.078369070372473,10856303,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0728446503976112,-0.161734200234495,0.078369070372473,10856303,"III","C. nigoni background","No change","Conserved"
"WBGene00029118__Cni-ZK370.4",-1,0,0,"ambiguous","ambiguous",-0.477230751608107,0.374267839177967,-0.797672204700696,10844402,"III","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-0.733582854273362,0.0528063557678391,-0.797672204700696,10844402,"III","C. nigoni background","Cni dominant","No change"
"WBGene00029119__Cnig_chr_III.g10948",0,-1,-1,"compensatory trans down","underdominant",-1.17722465009975,-1.54607967143205,0.4195292149082,10822369,"III","C. nigoni background","Underdominant","Compensatory",0,0,0,"conserved","no change",-0.292199295979892,-0.721173474738199,0.4195292149082,10822369,"III","C. nigoni background","No change","Conserved"
"WBGene00029120__Cni-dos-1",1,0,0,"ambiguous","ambiguous",0.865845023053445,-1.02394596865732,1.9449515892334,10819996,"III","C. nigoni background","Ambiguous","Ambiguous",1,1,0,"no effect","C. nigoni dominant",2.59733280912659,0.636911841321045,1.9449515892334,10819996,"III","C. nigoni background","Cni dominant","No change"
"WBGene00029121__Cni-cya-1",0,-1,0,"ambiguous","ambiguous",-1.21055520212475,-0.616484836781139,-0.539409637663238,10817377,"III","C. nigoni background","Ambiguous","Ambiguous",0,-1,-1,"compensatory trans down","underdominant",-1.41197690656798,-0.885325998566731,-0.539409637663238,10817377,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00029124__Cni-ced-11",0,0,0,"conserved","no change",-1.46131868808727,-0.997451669483132,-0.405971247256722,10798379,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.436825605469689,-0.0425857813746305,-0.405971247256722,10798379,"III","C. nigoni background","No change","Conserved"
"WBGene00029125__Cni-sec-16",0,0,0,"conserved","no change",-0.157261170338611,0.0964426196497348,-0.197514591355357,10793076,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.00732540267332134,0.193824116036161,-0.197514591355357,10793076,"III","C. nigoni background","No change","Conserved"
"WBGene00029126__Cni-ZK512.10",1,-1,-1,"C. briggsae partial trans down","underdominant",-1.13602984668665,-1.97987186531855,0.899343126208602,10792156,"III","C. nigoni background","Underdominant","cis-trans",1,-1,-1,"C. briggsae partial trans down","underdominant",-1.1064960203619,-2.01743329536209,0.899343126208602,10792156,"III","C. nigoni background","Underdominant","cis-trans"
"WBGene00029131__Cni-cls-3",1,0,0,"ambiguous","ambiguous",6.1864113249033,-0.928670616267252,7.16592016558318,10763466,"III","C. nigoni background","Ambiguous","Ambiguous",1,1,0,"no effect","C. nigoni dominant",7.09387675298041,-0.083707870737673,7.16592016558318,10763466,"III","C. nigoni background","Cni dominant","No change"
"WBGene00029140__Cni-C17G10.9",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.129821931699384,-0.783410104909906,0.708187051111981,19192421,"II","C. nigoni background","Cbr dominant","trans-only",1,0,0,"ambiguous","ambiguous",0.330079634957596,-0.387704358693355,0.708187051111981,19192421,"II","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00029141__Cnig_chr_II.g8333",0,0,0,"conserved","no change",-0.282644738298546,-0.365446775866737,0.134105480822766,19190266,"II","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.246448359553308,-0.391851236760681,0.134105480822766,19190266,"II","C. nigoni background","No change","Conserved"
"WBGene00029143__Cni-ptr-3",0,1,0,"ambiguous","ambiguous",1.98247423834646,1.96079524720491,0.0758041792532755,19182316,"II","C. nigoni background","Ambiguous","Ambiguous",0,1,1,"compensatory trans up","overdominant",2.85291484730555,2.76104077839613,0.0758041792532755,19182316,"II","C. nigoni background","Overdominant","Compensatory"
